age,job,marital,education,month,campaign,y
49,technician,married,tertiary,may,4,no
46,services,married,secondary,apr,1,yes
40,entrepreneur,married,secondary,may,2,no
36,admin,married,secondary,may,1,no
36,admin,married,secondary,may,2,no
34,technician,married,secondary,jul,1,no
46,management,married,tertiary,may,1,no
32,services,married,tertiary,may,2,no
32,unemployed,single,tertiary,may,1,no
32,management,single,tertiary,jun,3,no
43,management,married,tertiary,jul,3,no
25,self-employed,single,tertiary,jul,1,no
55,admin,married,secondary,may,2,no
24,admin,single,secondary,may,1,no
40,management,divorced,tertiary,feb,4,no
38,management,single,tertiary,apr,3,no
48,blue-collar,single,primary,jun,2,no
36,management,married,tertiary,mar,8,no
57,management,married,tertiary,aug,4,no
45,admin,married,secondary,may,2,no
33,self-employed,single,tertiary,aug,3,yes
38,technician,single,secondary,aug,4,no
26,services,single,secondary,may,2,no
30,management,single,tertiary,jul,17,no
55,services,divorced,tertiary,nov,1,no
34,blue-collar,married,secondary,may,2,no
60,admin,married,secondary,jan,2,no
36,management,single,tertiary,aug,5,no
65,housemaid,married,primary,sep,7,no
39,self-employed,married,tertiary,jun,1,yes
52,blue-collar,married,primary,aug,2,no
55,technician,married,secondary,feb,1,yes
26,management,single,tertiary,oct,1,no
40,self-employed,married,primary,may,1,no
52,entrepreneur,married,secondary,aug,2,no
29,self-employed,married,tertiary,jul,3,no
41,blue-collar,married,primary,nov,1,no
30,technician,single,tertiary,may,1,no
28,student,single,secondary,jul,2,yes
26,blue-collar,married,secondary,may,1,no
58,management,married,secondary,may,1,no
29,management,single,tertiary,may,4,no
48,technician,married,secondary,jun,4,no
35,blue-collar,married,secondary,apr,3,no
26,services,single,secondary,jul,2,no
49,blue-collar,married,unknown,jun,2,no
34,admin,married,secondary,mar,6,no
32,services,married,secondary,nov,2,no
31,admin,married,secondary,nov,3,no
48,unemployed,married,primary,jun,4,no
40,blue-collar,married,secondary,nov,2,no
42,technician,divorced,secondary,may,5,no
48,technician,married,secondary,may,1,no
38,services,married,secondary,feb,1,no
53,management,married,tertiary,may,1,no
59,retired,divorced,secondary,jul,1,no
28,unemployed,single,secondary,jun,1,no
41,blue-collar,married,primary,jun,2,no
50,management,single,primary,jun,2,no
31,admin,married,secondary,jul,5,no
30,technician,single,secondary,jun,2,no
59,admin,divorced,secondary,may,1,no
33,technician,divorced,secondary,may,1,no
35,self-employed,married,secondary,jul,1,no
30,management,single,tertiary,may,11,no
71,retired,married,secondary,feb,1,yes
30,services,single,primary,may,1,no
24,services,married,secondary,may,1,no
34,technician,single,secondary,nov,6,no
34,blue-collar,married,secondary,nov,1,no
52,admin,married,secondary,jan,2,no
33,self-employed,single,secondary,feb,5,no
38,blue-collar,married,secondary,jun,6,no
41,admin,divorced,secondary,jan,1,no
42,management,divorced,tertiary,may,2,no
38,blue-collar,divorced,secondary,jun,1,no
48,blue-collar,married,primary,may,6,no
34,technician,single,secondary,may,1,no
46,blue-collar,married,primary,may,3,no
33,technician,married,secondary,may,3,no
40,management,married,tertiary,feb,6,no
36,admin,married,secondary,jun,6,no
32,technician,single,secondary,aug,2,no
33,blue-collar,married,secondary,may,1,no
55,technician,married,unknown,jan,2,no
58,management,married,primary,may,2,no
25,technician,single,tertiary,may,1,no
47,services,married,secondary,jun,1,no
40,unemployed,married,secondary,nov,1,no
59,retired,married,secondary,jul,2,no
40,management,married,tertiary,may,1,no
30,management,married,secondary,may,1,no
25,entrepreneur,single,tertiary,may,2,no
58,retired,married,primary,jul,4,no
39,entrepreneur,married,unknown,may,3,no
40,self-employed,married,tertiary,nov,3,no
38,blue-collar,married,secondary,may,2,no
66,management,single,tertiary,aug,1,no
47,management,married,tertiary,aug,4,yes
37,blue-collar,married,secondary,jun,9,no
36,management,single,tertiary,may,1,no
50,blue-collar,married,primary,aug,2,no
76,retired,married,primary,feb,12,no
58,management,single,tertiary,jul,3,no
42,admin,married,secondary,jun,6,no
58,services,divorced,secondary,nov,1,yes
28,self-employed,single,tertiary,jul,1,no
41,technician,married,secondary,aug,2,no
30,management,married,tertiary,aug,4,no
32,management,divorced,tertiary,dec,1,yes
27,services,single,secondary,jul,1,no
48,management,married,tertiary,aug,5,no
36,technician,married,tertiary,may,3,no
54,management,married,tertiary,jul,1,no
36,blue-collar,married,secondary,may,2,no
52,housemaid,married,secondary,jun,1,no
34,technician,divorced,secondary,aug,16,no
43,technician,married,secondary,aug,7,yes
32,management,single,tertiary,aug,2,no
33,management,single,tertiary,aug,4,no
51,housemaid,married,unknown,jul,3,no
39,unemployed,married,secondary,jun,1,no
44,management,single,tertiary,jul,2,no
49,housemaid,divorced,primary,may,3,no
25,technician,married,tertiary,may,2,no
39,self-employed,married,secondary,nov,2,no
54,technician,married,secondary,aug,2,no
32,management,single,tertiary,may,1,no
36,management,married,tertiary,may,15,no
54,technician,married,secondary,jul,3,no
31,technician,married,secondary,jan,1,no
45,services,married,secondary,jul,7,no
31,admin,single,secondary,apr,2,no
45,technician,married,secondary,jul,2,no
33,services,divorced,secondary,oct,1,yes
46,management,divorced,tertiary,may,1,no
43,unknown,single,tertiary,nov,7,no
50,management,married,tertiary,nov,5,no
44,management,divorced,tertiary,aug,2,no
42,services,married,secondary,may,16,no
26,blue-collar,single,secondary,jul,3,no
47,admin,single,secondary,apr,1,no
48,blue-collar,married,primary,aug,2,no
60,blue-collar,married,unknown,may,2,no
27,admin,divorced,secondary,jun,1,no
30,unemployed,single,tertiary,feb,3,yes
28,admin,single,secondary,jul,2,no
58,retired,married,primary,jul,1,yes
37,entrepreneur,married,tertiary,sep,1,no
36,services,married,secondary,may,1,no
39,technician,married,secondary,may,3,no
52,unemployed,married,primary,jan,1,no
55,retired,married,secondary,may,2,no
30,management,single,tertiary,mar,3,no
36,blue-collar,single,secondary,jun,3,no
39,admin,married,secondary,may,2,no
47,blue-collar,married,primary,jul,3,no
42,housemaid,single,primary,may,2,no
42,management,married,secondary,may,4,no
58,retired,married,secondary,jul,7,no
68,retired,married,secondary,aug,1,yes
43,technician,married,secondary,may,1,no
44,blue-collar,married,secondary,may,1,no
49,technician,married,tertiary,aug,2,yes
57,retired,married,tertiary,may,2,no
61,self-employed,divorced,tertiary,feb,2,yes
36,admin,single,secondary,may,2,no
31,blue-collar,married,secondary,may,1,no
51,technician,married,tertiary,jun,2,no
31,technician,single,tertiary,aug,2,no
56,blue-collar,married,primary,feb,1,no
30,technician,single,tertiary,aug,2,no
38,services,married,secondary,may,2,no
35,services,married,secondary,jul,3,no
31,blue-collar,married,unknown,jul,2,no
39,admin,divorced,secondary,jun,3,no
50,management,married,tertiary,jan,3,no
39,technician,married,tertiary,jul,2,no
26,admin,married,secondary,jul,8,no
55,technician,married,secondary,nov,1,no
43,blue-collar,divorced,primary,jul,1,no
34,housemaid,married,tertiary,may,1,no
51,self-employed,married,primary,jun,2,no
31,management,married,tertiary,jan,2,no
32,management,married,tertiary,aug,9,no
53,technician,married,secondary,may,1,no
44,management,divorced,tertiary,aug,1,no
38,entrepreneur,married,tertiary,may,2,no
47,self-employed,married,tertiary,may,1,no
36,management,married,tertiary,may,2,no
30,management,single,tertiary,jun,2,no
46,blue-collar,married,secondary,may,3,no
33,entrepreneur,married,secondary,may,3,no
43,blue-collar,married,secondary,sep,1,yes
38,management,married,tertiary,aug,2,no
27,technician,single,secondary,jul,1,no
38,management,married,unknown,nov,2,yes
41,unemployed,married,tertiary,jun,3,no
29,technician,married,secondary,jul,6,no
39,services,married,secondary,may,2,no
42,blue-collar,single,primary,feb,1,no
47,services,married,secondary,may,1,no
30,blue-collar,single,secondary,may,6,no
34,admin,married,secondary,jul,3,no
45,housemaid,married,primary,jun,1,no
43,admin,married,secondary,jul,3,no
59,blue-collar,married,primary,jun,3,no
50,technician,married,secondary,jul,2,no
39,blue-collar,married,secondary,may,3,no
36,technician,married,secondary,may,1,no
44,blue-collar,married,secondary,nov,1,no
36,technician,married,tertiary,aug,2,no
27,management,single,tertiary,may,1,no
29,services,married,secondary,may,1,no
70,retired,married,secondary,may,3,no
44,management,married,tertiary,jun,2,no
55,management,married,tertiary,may,2,no
36,technician,divorced,secondary,jun,8,no
28,technician,single,secondary,may,7,no
50,management,divorced,tertiary,may,2,no
49,technician,married,secondary,may,2,no
71,retired,divorced,tertiary,aug,2,no
31,admin,single,secondary,feb,2,no
45,management,single,tertiary,jul,2,no
42,blue-collar,married,secondary,jul,1,no
45,admin,married,secondary,jul,2,no
47,technician,married,primary,may,6,no
60,retired,divorced,secondary,jul,1,no
35,management,married,tertiary,may,2,no
31,technician,single,tertiary,aug,4,no
33,blue-collar,married,primary,apr,1,no
50,self-employed,married,tertiary,apr,1,no
51,blue-collar,married,secondary,aug,3,no
34,technician,married,secondary,jun,1,no
56,services,married,secondary,jul,10,no
29,services,married,secondary,may,3,no
31,blue-collar,married,secondary,aug,3,no
44,technician,divorced,unknown,may,1,no
55,retired,married,secondary,jul,3,no
35,student,single,unknown,jan,3,no
36,technician,married,tertiary,dec,1,no
54,retired,married,secondary,may,1,no
32,management,married,tertiary,jul,1,no
36,management,divorced,tertiary,feb,2,no
60,retired,married,secondary,may,3,no
32,technician,single,secondary,jul,1,no
57,management,married,tertiary,aug,8,no
34,blue-collar,married,primary,may,2,no
27,student,single,secondary,may,1,no
52,management,single,tertiary,aug,6,yes
45,admin,divorced,unknown,jul,2,no
58,admin,single,secondary,dec,2,no
39,blue-collar,single,primary,nov,2,no
48,blue-collar,single,secondary,feb,2,no
36,management,single,secondary,aug,5,no
31,technician,single,secondary,may,1,no
41,management,married,tertiary,aug,8,no
30,self-employed,single,secondary,jul,1,no
57,retired,married,tertiary,aug,4,no
29,admin,single,secondary,may,1,yes
29,services,divorced,secondary,apr,2,yes
30,management,single,tertiary,jun,1,no
44,management,married,tertiary,aug,6,no
33,student,single,unknown,sep,2,no
56,admin,divorced,secondary,nov,3,no
26,services,single,secondary,jun,6,yes
52,technician,married,secondary,aug,2,no
32,management,single,secondary,jun,1,no
36,technician,single,secondary,aug,6,no
26,blue-collar,married,secondary,jul,1,no
37,blue-collar,married,secondary,jun,3,no
34,technician,married,secondary,jul,1,no
26,services,single,secondary,may,2,no
32,services,married,secondary,may,1,yes
30,management,single,tertiary,jul,4,no
27,technician,single,secondary,may,5,no
42,admin,single,secondary,feb,1,no
33,blue-collar,single,primary,may,1,no
37,blue-collar,married,secondary,jun,2,no
45,blue-collar,married,secondary,jan,3,no
36,entrepreneur,married,tertiary,jun,4,yes
39,management,single,tertiary,may,4,no
33,management,single,tertiary,aug,1,no
47,services,married,secondary,aug,1,no
49,entrepreneur,married,secondary,may,3,no
46,management,divorced,secondary,aug,6,no
31,services,married,secondary,jul,1,no
43,unemployed,divorced,secondary,nov,1,no
30,blue-collar,single,secondary,may,1,yes
43,management,divorced,tertiary,may,1,no
42,blue-collar,married,secondary,nov,1,no
30,admin,single,tertiary,apr,1,yes
33,management,single,tertiary,may,1,no
41,admin,married,secondary,may,3,no
29,blue-collar,single,secondary,apr,1,no
38,unemployed,married,secondary,may,1,no
29,technician,married,tertiary,jun,7,no
80,housemaid,married,primary,feb,1,yes
38,management,single,tertiary,aug,4,no
36,blue-collar,divorced,primary,jun,4,no
38,self-employed,married,tertiary,jun,1,no
44,management,married,secondary,jul,2,no
31,management,married,tertiary,apr,1,yes
31,services,single,secondary,may,2,no
57,admin,divorced,primary,may,1,no
37,blue-collar,married,primary,may,1,no
50,blue-collar,married,secondary,may,2,no
60,retired,married,primary,oct,1,no
51,management,married,tertiary,oct,1,no
48,blue-collar,married,secondary,apr,1,no
42,blue-collar,married,primary,feb,4,no
36,blue-collar,married,secondary,jul,1,no
43,management,married,tertiary,may,1,no
31,admin,married,primary,jun,6,no
49,technician,single,secondary,jun,2,no
35,management,divorced,tertiary,aug,2,no
44,entrepreneur,married,secondary,nov,2,no
34,self-employed,married,tertiary,may,1,no
46,blue-collar,married,secondary,may,1,no
49,blue-collar,married,primary,jun,5,no
32,blue-collar,married,secondary,may,5,no
35,management,divorced,tertiary,may,1,no
51,admin,married,secondary,jun,2,no
57,retired,divorced,secondary,may,1,no
59,management,married,tertiary,aug,5,no
40,services,divorced,unknown,may,1,no
49,management,single,tertiary,aug,9,no
51,management,married,secondary,jul,1,no
35,admin,married,secondary,jul,3,no
29,self-employed,married,secondary,may,2,no
32,services,single,secondary,may,2,yes
37,housemaid,divorced,secondary,may,1,no
49,unemployed,married,primary,may,1,no
45,technician,married,unknown,may,1,no
34,technician,single,secondary,jul,8,no
53,technician,married,secondary,aug,9,no
42,entrepreneur,married,primary,aug,2,no
43,technician,married,secondary,may,2,yes
52,retired,married,secondary,nov,1,no
34,blue-collar,single,secondary,nov,1,no
34,technician,divorced,tertiary,aug,2,yes
27,services,married,secondary,jul,13,yes
43,unemployed,married,tertiary,feb,4,no
41,technician,married,tertiary,jul,1,no
72,retired,married,secondary,nov,1,no
35,blue-collar,married,primary,may,1,no
41,management,married,tertiary,jun,21,no
36,blue-collar,divorced,primary,may,1,yes
51,housemaid,married,primary,jul,2,no
37,self-employed,married,tertiary,aug,6,no
42,admin,single,secondary,oct,1,yes
26,admin,single,secondary,jul,7,no
23,services,single,secondary,may,1,no
50,management,married,tertiary,nov,2,no
37,blue-collar,married,secondary,may,1,no
35,management,married,tertiary,nov,2,no
37,management,married,tertiary,jan,2,no
79,retired,divorced,unknown,jul,7,no
39,technician,married,secondary,aug,2,no
47,services,married,secondary,jul,1,no
44,blue-collar,married,secondary,jun,1,no
36,management,single,tertiary,aug,8,yes
33,blue-collar,single,secondary,apr,1,no
42,services,married,secondary,may,3,no
35,technician,single,tertiary,may,2,no
31,blue-collar,married,secondary,may,2,no
58,services,married,primary,jun,1,no
46,management,married,tertiary,may,2,no
41,admin,single,secondary,jun,6,no
58,technician,married,secondary,may,1,no
33,blue-collar,married,secondary,jul,12,no
31,unemployed,married,secondary,nov,1,no
55,technician,divorced,secondary,feb,1,yes
38,technician,single,secondary,may,2,no
55,housemaid,married,secondary,aug,2,no
47,management,single,tertiary,jun,3,no
51,housemaid,married,primary,may,3,no
46,management,single,tertiary,may,6,no
61,management,married,tertiary,mar,1,yes
47,management,single,tertiary,aug,4,no
34,technician,married,secondary,aug,6,no
34,blue-collar,married,secondary,may,1,no
41,management,divorced,tertiary,oct,2,no
36,blue-collar,divorced,secondary,jun,2,no
26,blue-collar,single,secondary,may,1,no
35,management,married,tertiary,apr,3,yes
36,blue-collar,married,secondary,jun,2,no
26,management,single,tertiary,jun,1,yes
58,management,married,primary,jul,2,no
50,blue-collar,married,secondary,apr,1,no
61,retired,married,secondary,jul,7,no
28,technician,single,secondary,may,1,no
49,blue-collar,single,primary,may,1,no
74,retired,married,secondary,apr,2,yes
53,blue-collar,married,secondary,feb,3,no
46,self-employed,married,secondary,jul,2,no
47,management,married,tertiary,oct,1,yes
42,blue-collar,single,primary,jul,2,no
56,services,married,secondary,nov,1,no
42,technician,married,secondary,may,2,no
49,housemaid,married,primary,nov,1,no
43,unemployed,single,unknown,may,1,no
39,services,married,secondary,may,2,no
66,retired,married,primary,feb,1,yes
30,technician,single,tertiary,apr,3,no
38,management,single,tertiary,jul,1,no
31,blue-collar,married,secondary,apr,1,no
32,technician,married,secondary,aug,4,no
48,technician,married,secondary,aug,2,no
34,admin,married,tertiary,feb,1,no
28,student,single,secondary,jan,2,no
40,admin,single,secondary,jun,2,no
36,entrepreneur,married,secondary,may,1,no
52,retired,married,secondary,jun,1,no
46,admin,married,primary,may,2,no
25,technician,single,secondary,jul,1,no
52,blue-collar,married,secondary,may,2,no
40,blue-collar,married,primary,may,1,no
26,management,divorced,tertiary,may,2,no
26,blue-collar,single,primary,jun,4,no
35,self-employed,single,secondary,nov,3,no
40,admin,single,secondary,may,1,no
31,management,married,tertiary,may,2,no
32,admin,married,secondary,may,1,no
33,admin,married,secondary,apr,1,yes
53,services,divorced,secondary,may,3,yes
46,technician,divorced,secondary,aug,3,yes
28,management,single,tertiary,jul,6,no
31,blue-collar,married,secondary,jun,1,no
44,blue-collar,married,primary,may,2,no
35,admin,married,secondary,may,1,no
50,technician,divorced,unknown,may,3,no
32,technician,married,secondary,aug,8,no
51,admin,married,secondary,oct,1,no
51,management,married,tertiary,aug,2,no
31,blue-collar,married,unknown,feb,3,no
41,admin,divorced,secondary,may,10,no
57,technician,married,tertiary,jun,3,no
34,management,single,tertiary,apr,3,no
47,technician,married,secondary,may,2,no
47,admin,divorced,secondary,jul,2,no
36,self-employed,married,secondary,nov,1,no
29,housemaid,single,tertiary,feb,2,yes
39,technician,married,secondary,aug,3,no
53,blue-collar,single,unknown,may,7,no
47,blue-collar,married,secondary,may,2,no
51,technician,divorced,secondary,aug,10,no
48,blue-collar,married,secondary,jul,2,no
32,technician,married,secondary,aug,1,no
36,management,divorced,tertiary,aug,2,no
50,unknown,married,primary,apr,4,yes
39,admin,married,secondary,may,2,yes
31,blue-collar,married,secondary,may,3,no
49,admin,married,secondary,aug,2,no
33,unemployed,divorced,secondary,aug,28,no
26,management,single,tertiary,jun,1,no
27,blue-collar,married,secondary,may,2,no
51,blue-collar,married,primary,feb,4,no
26,admin,single,secondary,jan,1,no
45,admin,married,secondary,jul,4,no
54,technician,married,secondary,jul,1,yes
49,technician,married,tertiary,may,1,no
47,technician,married,secondary,aug,2,no
42,housemaid,married,primary,aug,1,no
50,entrepreneur,married,tertiary,may,4,no
37,admin,married,secondary,may,2,no
54,blue-collar,married,primary,nov,3,no
40,services,married,secondary,may,1,no
50,services,married,secondary,aug,4,no
57,retired,married,secondary,aug,4,no
33,technician,married,secondary,aug,2,no
49,technician,married,secondary,apr,1,no
35,services,married,secondary,may,2,no
28,blue-collar,single,secondary,may,1,no
58,management,married,tertiary,aug,7,no
31,admin,single,secondary,jul,1,no
36,management,divorced,tertiary,jul,2,no
49,blue-collar,single,primary,jul,2,no
30,unemployed,married,secondary,may,4,no
29,services,single,secondary,jul,7,no
50,management,married,unknown,jun,2,no
26,student,single,tertiary,mar,1,yes
27,housemaid,married,secondary,jul,3,no
32,blue-collar,single,secondary,may,1,no
62,unknown,married,secondary,mar,5,no
34,blue-collar,single,secondary,jun,3,no
25,admin,single,tertiary,apr,2,no
34,management,single,tertiary,jun,28,no
44,technician,single,secondary,oct,1,yes
38,management,married,tertiary,feb,1,no
57,admin,married,secondary,aug,1,no
36,self-employed,married,tertiary,aug,1,no
41,entrepreneur,married,secondary,jul,1,no
36,management,single,tertiary,jul,3,no
27,management,single,tertiary,may,1,no
37,technician,divorced,secondary,aug,2,no
47,management,single,tertiary,dec,1,yes
31,services,divorced,primary,may,1,yes
39,self-employed,married,secondary,jun,1,no
35,admin,divorced,tertiary,may,2,no
40,blue-collar,married,secondary,may,3,no
38,management,single,tertiary,nov,2,no
31,technician,married,secondary,nov,1,no
36,blue-collar,married,primary,apr,1,yes
53,management,married,primary,jun,1,no
59,blue-collar,married,primary,may,1,no
29,management,single,tertiary,jul,3,no
30,admin,single,secondary,jun,4,no
52,admin,married,secondary,may,3,no
55,blue-collar,married,secondary,aug,2,no
56,blue-collar,married,primary,may,1,no
32,admin,married,secondary,may,2,no
24,blue-collar,married,secondary,may,1,no
51,blue-collar,married,primary,may,3,no
36,management,married,tertiary,aug,2,no
36,technician,married,tertiary,jan,1,no
42,management,married,tertiary,nov,3,yes
49,admin,married,secondary,nov,1,no
48,management,married,secondary,may,11,no
36,management,married,secondary,may,3,no
48,management,married,primary,aug,6,no
30,technician,married,tertiary,aug,12,yes
27,management,single,tertiary,jul,1,no
38,entrepreneur,married,tertiary,nov,3,no
36,technician,single,secondary,aug,2,yes
45,technician,married,secondary,jul,2,no
44,housemaid,married,tertiary,jun,1,no
42,technician,married,secondary,may,2,no
37,entrepreneur,married,tertiary,nov,1,no
48,blue-collar,married,secondary,apr,1,no
57,retired,married,primary,feb,1,no
44,services,married,secondary,apr,2,no
48,technician,married,secondary,nov,1,no
56,retired,married,primary,aug,23,no
37,management,married,tertiary,jun,2,no
47,blue-collar,married,secondary,may,1,no
54,housemaid,married,unknown,apr,5,no
51,retired,divorced,secondary,aug,1,yes
47,admin,married,secondary,oct,1,yes
25,management,married,tertiary,may,4,yes
39,services,single,secondary,oct,1,no
40,management,married,tertiary,aug,5,no
38,management,single,tertiary,sep,1,no
34,management,married,tertiary,may,1,yes
53,housemaid,married,primary,apr,1,no
32,services,married,secondary,may,2,no
35,blue-collar,married,secondary,apr,3,no
24,student,single,secondary,dec,1,no
58,blue-collar,married,primary,may,2,no
49,management,married,primary,nov,2,yes
45,services,single,secondary,apr,3,no
55,management,married,tertiary,aug,6,no
42,entrepreneur,married,tertiary,may,1,no
28,admin,married,secondary,jul,2,no
48,blue-collar,married,secondary,jul,1,no
51,management,single,tertiary,aug,6,no
38,housemaid,married,primary,aug,2,no
27,blue-collar,single,secondary,may,2,no
50,technician,single,secondary,nov,1,no
44,blue-collar,married,primary,may,2,no
40,management,married,tertiary,aug,2,no
29,services,single,secondary,may,1,no
34,services,married,secondary,jul,4,no
44,self-employed,single,tertiary,may,4,yes
50,entrepreneur,married,tertiary,jul,8,no
34,management,married,tertiary,nov,3,no
54,retired,divorced,primary,jun,4,no
34,technician,married,tertiary,may,2,no
34,admin,single,tertiary,apr,1,yes
52,blue-collar,married,primary,jul,2,no
60,unknown,married,unknown,aug,1,no
39,management,single,secondary,may,4,no
58,retired,married,primary,jun,6,no
41,technician,divorced,secondary,aug,2,no
48,technician,married,secondary,jul,3,no
58,management,married,tertiary,nov,1,no
40,self-employed,married,primary,may,1,no
48,management,married,tertiary,may,2,no
52,blue-collar,divorced,primary,may,1,no
50,self-employed,married,secondary,jan,2,no
25,technician,single,secondary,jul,5,no
54,retired,married,primary,may,1,no
34,services,married,secondary,may,2,no
48,management,married,tertiary,may,6,no
37,admin,married,tertiary,aug,7,no
66,retired,married,tertiary,jan,1,yes
32,management,single,tertiary,may,1,no
45,blue-collar,married,secondary,jun,1,no
43,blue-collar,single,secondary,may,1,no
41,management,married,tertiary,may,3,no
40,technician,divorced,tertiary,nov,1,no
44,services,single,secondary,may,2,no
43,blue-collar,married,primary,may,3,no
30,unknown,single,tertiary,feb,3,no
32,services,married,secondary,jul,5,no
57,admin,married,secondary,may,7,no
31,blue-collar,single,tertiary,may,1,no
49,unknown,married,secondary,aug,2,no
31,admin,single,secondary,may,1,no
41,admin,married,tertiary,jun,1,no
44,management,married,tertiary,jun,1,no
54,entrepreneur,married,unknown,nov,5,no
37,blue-collar,divorced,secondary,apr,4,yes
34,management,married,secondary,may,2,no
43,technician,married,secondary,aug,6,no
44,management,married,tertiary,nov,2,no
44,services,married,secondary,may,1,no
53,admin,divorced,secondary,may,1,no
36,technician,married,secondary,aug,1,no
58,technician,divorced,secondary,aug,2,no
26,student,single,secondary,jun,2,no
34,technician,single,secondary,aug,3,no
55,blue-collar,married,primary,may,1,no
55,blue-collar,married,secondary,may,2,no
34,entrepreneur,married,tertiary,may,2,no
41,entrepreneur,divorced,secondary,jun,8,no
38,housemaid,divorced,secondary,oct,3,yes
28,blue-collar,single,secondary,feb,4,no
41,technician,married,secondary,jun,1,no
30,admin,married,tertiary,jul,2,no
39,technician,married,unknown,may,2,no
41,admin,married,secondary,jun,1,no
36,technician,married,secondary,may,4,no
37,management,married,tertiary,may,1,no
59,self-employed,married,tertiary,jul,1,no
26,technician,single,secondary,may,2,no
43,technician,married,secondary,feb,8,no
42,management,married,secondary,feb,1,no
46,blue-collar,married,unknown,may,3,yes
31,admin,married,secondary,jul,7,no
43,unemployed,married,secondary,feb,2,no
48,blue-collar,single,tertiary,jun,1,no
41,blue-collar,married,secondary,apr,5,no
32,self-employed,married,tertiary,aug,15,no
45,technician,married,tertiary,aug,3,no
52,admin,single,unknown,feb,2,yes
37,self-employed,married,secondary,aug,15,no
38,blue-collar,divorced,secondary,may,1,no
36,services,single,secondary,may,2,no
58,retired,married,secondary,nov,1,no
37,management,married,tertiary,aug,2,no
30,technician,single,secondary,feb,2,no
47,technician,married,secondary,jul,1,no
40,technician,married,secondary,nov,2,no
42,management,divorced,tertiary,may,2,no
71,unknown,married,tertiary,jan,1,no
54,blue-collar,married,secondary,aug,1,no
53,entrepreneur,married,primary,sep,3,yes
33,blue-collar,divorced,secondary,jul,2,no
30,technician,single,tertiary,apr,1,no
39,services,divorced,secondary,jul,1,no
32,blue-collar,married,secondary,may,9,no
34,technician,single,secondary,aug,2,no
39,self-employed,single,tertiary,jul,3,no
75,retired,married,secondary,jul,2,no
33,admin,divorced,secondary,apr,3,no
40,services,married,secondary,nov,8,no
37,technician,married,unknown,jun,3,no
69,retired,married,primary,aug,1,no
52,unemployed,married,primary,jan,1,no
31,admin,divorced,secondary,may,1,no
28,technician,single,secondary,may,1,no
29,management,single,tertiary,aug,2,no
46,services,married,secondary,nov,2,no
28,blue-collar,married,secondary,may,2,no
41,admin,married,secondary,jun,1,no
42,technician,divorced,secondary,aug,1,no
34,admin,single,secondary,jul,4,no
28,blue-collar,married,secondary,jun,2,yes
43,management,single,secondary,may,3,no
32,technician,married,secondary,aug,14,no
33,technician,single,tertiary,aug,2,no
70,retired,married,secondary,apr,2,no
36,services,married,secondary,aug,3,no
53,technician,married,secondary,aug,6,no
30,blue-collar,single,secondary,nov,1,no
45,services,divorced,secondary,jul,2,no
31,services,single,secondary,nov,2,no
28,admin,married,secondary,jan,3,no
45,blue-collar,married,primary,may,5,no
51,management,married,tertiary,jun,1,no
53,management,married,primary,jun,3,no
40,technician,married,secondary,may,4,no
53,blue-collar,married,primary,apr,1,no
31,blue-collar,divorced,secondary,jan,1,no
30,management,married,tertiary,aug,4,no
53,entrepreneur,married,secondary,may,3,no
40,blue-collar,married,primary,may,6,no
26,management,single,secondary,jun,11,no
47,blue-collar,married,secondary,jul,1,no
51,management,married,tertiary,mar,1,no
45,unemployed,married,primary,may,2,no
35,management,married,tertiary,jul,3,no
36,management,single,tertiary,may,2,no
57,admin,married,secondary,jul,7,no
42,blue-collar,married,primary,jul,2,no
32,blue-collar,married,secondary,apr,1,yes
30,management,married,tertiary,oct,2,yes
36,technician,married,secondary,aug,2,no
43,technician,married,secondary,oct,3,no
69,retired,single,tertiary,jul,1,yes
31,technician,single,tertiary,jun,1,no
35,technician,married,secondary,jul,2,no
26,entrepreneur,married,tertiary,may,1,no
46,technician,married,secondary,nov,5,no
30,technician,married,secondary,may,1,no
33,management,single,tertiary,aug,6,no
34,management,married,tertiary,apr,1,no
48,blue-collar,married,primary,may,2,no
31,management,married,tertiary,aug,4,no
46,management,divorced,tertiary,may,2,no
40,services,married,secondary,jun,2,no
39,entrepreneur,married,secondary,nov,7,no
33,technician,single,secondary,feb,1,no
50,blue-collar,married,primary,jan,2,no
84,retired,divorced,primary,may,3,yes
40,blue-collar,married,primary,jul,4,no
55,management,married,tertiary,aug,1,no
40,services,divorced,secondary,may,1,no
46,admin,married,primary,feb,2,no
43,self-employed,single,tertiary,jun,1,no
34,blue-collar,married,secondary,may,6,no
35,technician,single,secondary,aug,2,no
57,retired,married,unknown,jun,1,no
25,student,single,secondary,apr,2,yes
32,self-employed,married,tertiary,jun,2,no
52,retired,single,secondary,may,3,no
31,self-employed,single,tertiary,nov,3,no
34,management,married,tertiary,apr,2,no
42,technician,divorced,secondary,aug,4,no
47,blue-collar,divorced,primary,jun,2,yes
50,self-employed,divorced,tertiary,apr,1,yes
30,technician,married,secondary,jul,1,yes
33,services,single,secondary,may,1,no
56,technician,single,tertiary,jun,1,no
34,admin,divorced,secondary,may,3,no
33,technician,married,secondary,aug,2,no
32,management,single,tertiary,may,2,no
34,management,married,tertiary,feb,1,no
37,technician,married,secondary,jul,2,no
30,management,married,secondary,may,3,no
29,blue-collar,married,secondary,may,2,no
56,unemployed,divorced,primary,feb,2,no
31,management,married,tertiary,jul,16,no
